x,y,r,g,b
293,1,136,132,129
50,5,206,189,195
286,36,165,156,159
97,11,245,234,232
142,25,231,232,224
200,17,255,177,188
44,4,191,182,185
194,1,202,191,197
281,37,165,156,159
26,12,224,190,178
32,12,230,202,201
294,4,157,149,147
35,29,218,201,193
285,2,154,143,147
182,33,237,225,229
207,37,216,204,208
60,22,175,202,171
116,5,244,214,203
208,36,210,207,214
64,11,221,227,217
47,7,209,198,204
286,29,198,192,180
228,11,242,226,227
7,7,172,125,133
182,16,222,200,187
276,8,196,182,181
168,31,255,218,250
274,13,205,152,136
294,14,145,120,124
56,16,206,212,184
172,40,202,190,194
35,15,233,205,204
238,14,193,174,176
104,34,231,219,223
297,11,190,176,176
166,12,198,209,237
70,32,226,217,220
232,35,217,199,197
24,2,164,155,158
240,37,195,186,189
62,39,181,172,175
146,31,245,229,232
151,9,255,202,217
247,14,159,125,126
38,38,172,163,166
232,14,212,193,195
44,30,224,208,209
165,21,209,227,247
160,16,213,223,248
6,11,219,120,141
209,14,218,237,205
94,34,230,218,222
46,7,209,198,204
102,3,219,207,209
95,17,244,233,247
203,32,238,226,230
179,13,229,199,225
220,38,203,189,188
89,27,242,201,217
2,37,149,140,143
174,36,227,215,219
251,6,203,194,195
179,28,249,219,231
213,25,181,203,182
39,14,225,200,204
281,5,175,164,168
283,38,154,145,148
120,18,205,167,156
28,20,216,209,201
276,16,225,168,151
65,26,171,188,152
146,21,255,218,224
193,7,226,227,222
63,26,152,179,144
257,12,170,69,75
262,22,250,177,186
90,19,213,130,176
172,21,150,183,202
131,26,202,177,170
226,9,235,221,221
65,10,193,208,189
164,31,173,207,216
21,16,229,185,160
287,19,194,212,190
97,2,208,195,202
15,13,182,98,113
138,28,243,197,208
230,27,245,220,215
11,7,181,140,146
202,39,201,189,193
268,30,189,210,201
45,27,204,181,187
268,37,173,164,167
177,13,210,182,223
96,8,233,221,221
228,8,233,219,219
15,24,167,73,89
215,34,227,207,200
224,15,244,224,226
126,29,246,227,231
33,2,176,158,154
78,7,232,191,209
261,40,159,150,153
245,6,204,200,199
135,5,235,227,224
227,28,253,221,210
163,19,142,190,200
151,32,243,224,230
85,15,217,205,219
237,20,200,175,171
153,13,255,176,210
24,36,176,167,170
54,2,185,175,176
238,18,225,206,208
31,10,192,154,169
95,35,226,214,218
8,37,153,144,147
218,29,255,204,195
146,14,249,220,206
275,35,179,170,173
57,38,184,175,178
68,39,187,178,181
217,5,221,209,213
13,13,223,179,180
193,8,227,237,229
149,17,214,143,149
174,8,251,219,220
291,22,160,134,133
72,8,219,224,202
111,21,236,221,242
167,3,219,216,211
41,5,194,182,184
97,0,195,182,189
262,39,163,154,157
285,25,138,149,135
131,17,208,170,149
34,3,180,162,158
11,38,150,141,144
114,28,242,220,222
65,34,214,205,208
96,40,194,182,186
283,37,163,154,157
265,1,164,154,144
94,5,226,220,224
92,5,233,207,218
265,18,228,132,143
189,10,243,231,233
213,32,233,214,210
60,19,207,216,199
21,13,217,169,159
46,26,184,157,164
81,28,244,221,231
285,6,175,164,168
78,37,208,199,202
107,7,234,221,231
41,29,223,215,212
115,2,219,205,202
168,16,234,218,229
182,1,198,199,201
184,12,247,217,207
282,22,188,197,170
103,14,229,212,248
91,0,200,179,184
42,27,229,218,216
146,39,213,201,205
294,2,145,140,137
90,28,252,208,221
156,33,221,194,203
143,17,255,129,150
242,22,194,169,173
51,30,216,216,208
231,13,241,222,224
297,39,136,125,129
268,27,227,209,199
52,15,196,172,170
201,20,187,120,127
239,17,231,216,219
11,14,183,202,182
236,0,175,170,167
82,32,231,219,223
83,24,236,238,235
46,35,198,189,192
154,19,232,162,196
85,28,232,234,233
109,23,191,176,199
137,35,233,221,225
5,36,158,149,152
283,2,157,146,150
33,38,169,160,163
62,11,190,204,181
290,8,112,92,94
166,39,207,195,199
297,34,168,153,158
257,11,170,80,89
6,22,233,163,171
233,28,240,216,214
4,32,177,168,171
171,7,241,225,226
236,19,204,184,183
138,9,212,100,125
107,9,238,224,237
262,32,205,196,199
117,26,236,205,200
17,20,170,63,105
277,12,215,188,167
82,19,249,197,235
176,26,215,184,225
271,3,169,158,172
248,28,211,195,196
104,37,219,207,211
194,38,211,199,203
91,26,212,159,185
1,33,168,159,162
26,4,181,162,164
228,19,240,228,232
184,7,239,224,221
129,34,237,225,229
231,11,237,221,222
46,17,251,215,225
213,17,174,200,175
152,33,246,225,232
87,7,232,216,226
6,13,233,149,164
212,5,219,209,210
11,5,177,159,159
262,5,190,181,182
7,3,143,144,139
225,29,254,215,198
97,25,200,185,204
161,0,203,190,199
224,32,216,173,167
198,17,233,105,130
213,7,223,218,214
92,12,224,169,198
256,9,206,142,156
141,9,212,127,148
238,24,226,193,184
158,37,227,206,213
80,38,200,188,192
65,23,225,242,208
267,33,198,189,192
127,14,221,178,169
28,10,196,160,164
99,6,229,216,223
83,10,237,225,237
236,9,233,219,219
91,39,199,187,191
47,23,211,180,188
93,0,190,186,185
258,17,181,112,130
106,2,211,199,199
177,27,212,186,213
51,27,233,224,227
283,21,159,179,152
37,21,243,224,218
138,0,189,198,193
72,32,226,217,220
232,24,188,164,162
134,13,255,219,203
184,5,237,212,218
35,20,243,218,213
201,15,250,140,167
235,3,200,192,190
159,1,206,200,200
20,27,203,203,177
274,10,212,182,174
58,4,196,191,185
163,29,135,186,189
53,22,233,225,223
281,6,180,171,174
159,9,246,182,216
30,19,212,208,196
53,21,238,231,225
200,27,201,137,151
26,5,190,168,170
150,38,218,203,208
36,37,178,169,172
24,15,191,153,130
68,34,216,207,210
106,7,233,219,232
284,31,186,190,176
137,30,250,227,233
17,17,165,69,81
85,16,223,150,203
108,17,211,197,210
282,11,173,186,158
115,33,237,225,229
222,23,242,227,248
50,8,221,201,203
147,38,216,204,208
96,33,235,223,227
284,26,148,161,144
45,37,186,177,180
294,37,153,141,145
73,12,224,211,203
76,6,230,205,211
39,4,189,175,175
177,36,227,215,219
288,39,141,130,134
166,10,239,224,247
251,28,231,215,216
83,34,224,212,216
236,35,208,199,200
81,35,219,207,211
5,21,193,121,132
20,23,220,188,189
157,25,235,192,212
264,33,199,190,193
86,29,235,231,232
143,24,227,235,222
114,9,231,195,183
274,0,150,141,142
7,11,221,140,155
216,18,228,239,223
171,1,209,194,197
265,9,185,169,172
179,2,211,207,206
250,27,229,210,212
230,3,202,194,192
66,24,225,247,208
165,4,220,221,215
62,32,222,213,216
197,22,167,104,112
148,26,226,237,239
228,10,239,223,224
134,11,255,210,204
171,21,166,198,213
135,18,255,205,198
40,29,222,215,209
248,36,196,187,190
260,22,241,210,205
85,36,217,205,209
174,16,202,223,250
99,12,226,213,223
246,32,217,208,211
163,28,125,189,191
142,23,242,227,220
28,1,156,151,148
29,38,166,157,160
15,30,172,195,185
49,13,240,210,212
128,1,217,197,208
142,31,255,226,238
44,1,168,162,164
259,24,192,137,140
257,40,162,153,156
25,26,209,137,122
131,27,215,195,188
153,29,249,192,224
156,38,219,202,208
72,18,240,233,223
199,23,244,168,180
62,14,217,235,209
35,37,177,168,171
246,0,173,158,165
62,6,201,203,190
256,6,209,182,197
202,10,253,229,229
102,2,212,200,200
4,29,194,174,176
87,12,252,225,244
199,13,201,120,137
135,6,243,224,220
8,15,203,193,183
286,10,158,181,155
99,16,192,179,189
55,18,229,233,206
117,6,249,213,197
109,22,189,174,197
216,29,247,211,199
163,11,245,224,239
103,30,242,230,230
235,10,240,224,225
296,30,188,172,173
36,8,207,186,185
120,39,211,199,203
185,33,237,225,229
177,9,195,183,207
128,11,249,151,150
19,32,192,183,186
20,30,189,187,190
175,27,252,221,229
12,40,136,127,130
33,24,222,194,190
207,28,231,234,225
7,4,155,151,148
112,4,215,215,227
197,39,205,193,197
49,22,204,175,195
217,15,238,230,227
31,21,198,228,216
74,18,255,224,232
11,15,175,203,180
60,25,157,182,153
222,25,247,227,239
191,8,237,232,236
124,3,217,212,218
250,24,219,199,201
32,15,219,189,189
200,19,191,80,99
196,19,201,61,90
67,32,224,215,218
242,31,233,219,219
233,1,183,178,175
283,30,188,196,181
294,27,137,117,118
89,0,197,176,181
188,21,223,96,107
12,27,181,115,127
101,29,244,232,234
289,38,150,139,143
111,10,240,229,225
115,27,226,198,197
270,14,213,162,141
241,12,226,213,207
14,18,221,173,185
234,30,239,220,222
129,12,240,153,146
278,34,183,174,177
43,1,167,161,163
113,31,240,224,234
255,3,186,177,180
172,36,227,215,219
258,29,222,207,210
124,15,248,223,227
129,18,250,194,179
74,40,181,172,175
207,32,238,226,230
45,31,223,202,207
230,10,235,219,220
110,33,235,223,227
35,22,240,217,211
204,14,192,105,124
260,27,182,162,163
215,23,212,225,215
14,28,212,181,186
66,22,224,239,210
278,16,212,165,149
158,11,252,197,229
62,33,218,209,212
242,40,171,162,165
167,2,217,207,205
140,27,250,215,222
212,0,196,176,187
92,36,221,209,213
9,17,186,212,201
148,28,230,235,238
117,10,202,150,128
179,9,215,204,218
203,16,231,197,188
72,19,236,232,220
96,17,239,225,238
184,19,255,167,168
221,19,247,227,236
295,34,173,158,163
243,2,189,176,183
178,27,215,187,210
298,7,171,161,160
115,20,212,170,158
109,13,244,232,234
264,8,162,147,152
220,5,219,207,211
232,7,222,210,210
137,33,238,226,230
270,40,152,143,146
164,8,247,224,232
280,31,203,193,191
166,13,157,187,213
158,6,240,212,227
287,16,190,206,180
5,30,185,179,179
30,24,227,194,185
161,33,228,216,220
19,35,174,165,168
14,19,224,174,185
239,8,228,214,214
55,22,229,235,221
100,12,206,192,209
55,4,201,191,190
184,31,227,230,221
287,25,179,182,173
203,28,226,205,204
196,12,255,223,225
176,16,224,176,250
295,7,166,154,154
87,34,226,214,218
72,10,199,203,180
85,33,230,218,222
234,10,238,222,223
159,13,244,224,249
291,33,139,124,129
280,22,218,194,168
60,16,211,204,198
92,2,211,195,198
101,25,244,229,248
96,30,241,229,229
166,14,141,187,211
117,33,237,225,229
178,9,192,180,200
233,12,229,210,212
273,29,202,203,197
228,21,239,228,234
82,24,237,233,230
141,38,216,204,208
52,27,233,222,228
6,39,143,134,137
73,25,226,223,214
210,24,219,223,200
277,15,192,158,130
65,17,255,214,253
258,16,172,101,119
135,13,255,204,199
52,38,182,173,176
133,30,231,239,228
78,31,239,221,221
135,15,255,211,198
168,5,222,223,218
265,30,230,195,215
125,1,207,196,194
121,34,237,225,229
42,7,206,191,194
160,2,213,209,210
259,5,194,181,190
29,13,231,202,207
13,19,223,198,201
286,37,159,150,153
283,14,116,154,103
146,11,255,179,185
284,37,161,152,155
252,16,226,197,202
126,21,226,184,170
195,10,238,239,231
17,1,146,138,135
175,35,233,221,225
207,19,235,65,104
110,10,244,232,232
287,6,174,163,167
149,13,202,115,131
48,2,178,165,174
86,11,241,227,240
259,2,170,168,169
8,19,203,198,194
287,18,192,210,186
123,20,242,200,188
96,35,226,214,218
227,20,237,226,232
21,35,175,166,169
271,36,178,169,172
80,9,228,194,211
291,28,157,131,130
278,17,231,182,165
241,16,196,167,172
139,23,228,148,161
107,1,203,191,193
196,16,213,117,129
31,13,226,198,213
106,0,196,184,184
86,17,219,143,192
45,4,193,184,189
106,32,238,226,230
24,14,198,160,137
218,18,244,230,227
0,39,135,126,129
189,8,234,228,228
190,24,224,133,138
255,37,185,176,179
256,1,159,162,169
271,20,230,174,139
153,36,235,216,222
2,18,184,130,144
226,3,205,197,195
191,6,235,220,227
132,36,227,215,219
156,20,207,156,187
82,36,215,203,207
105,36,225,213,217
45,38,177,168,171
58,35,206,197,200
32,3,178,160,156
63,27,175,194,166
261,32,205,196,199
227,21,238,228,236
54,37,192,183,186
166,35,232,220,224
29,26,219,149,141
84,31,233,226,233
14,24,167,79,93
210,33,235,223,225
32,28,211,188,182
85,24,228,226,229
122,21,220,178,164
206,29,218,234,221
141,11,255,185,202
287,35,168,159,162
119,4,229,211,207
72,23,178,186,165
297,9,178,166,166
138,15,219,112,130
182,17,241,217,207
188,11,254,228,231
98,9,242,230,234
41,30,218,210,207
276,13,203,165,144
167,26,161,166,195
205,18,209,75,102
226,35,231,200,195
28,30,208,198,197
9,9,131,78,86
147,11,242,156,165
30,9,185,144,158
170,38,215,203,207
211,11,178,187,166
142,38,216,204,208
174,3,215,214,212
26,6,194,168,167
99,37,216,204,208
52,25,234,223,231
274,20,209,153,118
247,16,129,100,105
238,16,225,213,217
37,13,234,208,209
171,28,206,247,241
89,22,238,172,210
95,23,232,207,237
58,17,170,175,153
223,10,240,223,233
34,14,231,203,202
232,9,230,216,216
84,10,231,223,234
43,19,186,161,165
285,32,182,173,176
5,12,209,103,125
212,30,239,237,222
169,8,246,228,240
75,20,255,216,235
173,28,224,234,226
44,16,223,192,198
137,19,226,124,135
125,16,242,205,196
234,16,203,188,191
129,36,227,215,219
219,34,237,208,194
230,17,242,226,229
191,16,213,170,177
150,23,236,229,236
296,22,204,188,189
200,1,194,194,196
263,16,228,115,143
285,5,171,159,163
100,40,196,184,188
268,19,234,208,175
211,7,225,220,214
51,20,217,195,198
201,36,222,210,214
122,13,245,226,232
209,27,242,233,218
101,37,216,204,208
1,35,157,148,151
138,19,203,93,106
213,37,206,200,204
56,20,205,218,192
108,37,219,207,211
149,9,225,153,165
1,1,148,121,128
276,20,222,152,126
167,0,209,189,191
215,30,231,205,190
108,18,202,188,203
105,19,197,183,200
124,39,211,199,203
297,13,196,182,182
136,11,255,160,174
14,4,161,156,153
169,2,215,205,204
155,2,224,208,211
268,34,190,181,184
85,9,233,228,235
3,11,152,65,82
143,33,238,226,230
272,15,230,161,145
176,37,221,209,213
41,8,198,182,185
121,14,232,206,207
40,3,184,172,172
289,14,218,183,190
5,17,204,114,142
26,23,245,204,198
109,15,235,223,225
219,25,255,222,236
285,34,174,165,168
191,2,214,202,206
296,11,191,175,176
95,19,233,218,239
270,23,221,178,146
261,1,163,159,150
1,28,213,167,177
86,8,235,225,233
277,14,196,165,137
63,25,168,200,161
285,19,154,177,151
129,29,255,222,223
168,0,207,187,189
40,33,205,196,199
237,30,229,219,227
140,4,231,215,216
2,9,180,123,132
162,11,249,223,234
122,16,255,218,209
56,13,229,225,213
281,38,157,148,151
45,11,229,212,220
111,14,245,234,228
159,16,246,219,255
265,4,184,176,173
167,25,180,183,214
66,15,235,219,220
109,35,228,216,220
222,14,246,226,238
288,21,227,197,197
284,32,184,175,178
233,0,177,172,169
76,37,206,197,200
51,10,216,194,196
267,22,236,209,182
17,10,186,153,164
94,20,240,214,243
39,1,171,159,159
243,32,219,210,213
296,33,173,158,163
251,33,209,200,203
231,1,184,179,176
49,38,180,171,174
75,31,237,222,225
140,14,255,193,206
197,11,251,225,226
158,25,253,216,234
288,5,168,156,156
161,29,200,202,217
159,2,214,210,211
124,37,221,209,213
144,35,232,221,225
49,0,168,157,165
180,36,227,215,219
199,24,222,108,134
97,23,187,172,195
240,14,191,172,168
58,33,215,206,209
265,15,192,151,147
265,2,173,164,155
19,29,190,189,185
77,4,213,198,203
138,29,255,217,228
80,39,193,181,185
234,14,191,172,174
129,21,248,209,192
248,40,168,159,162
59,23,161,188,157
248,6,202,196,196
250,3,189,180,183
111,28,233,220,227
35,16,225,196,192
147,27,228,236,239
1,7,173,152,151
269,16,216,156,130
59,17,181,182,168
284,16,130,157,126
91,2,215,192,198
139,27,237,189,201
276,6,185,176,179
190,13,244,174,200
50,25,228,212,223
62,26,153,178,146
123,29,247,228,232
56,7,213,206,200
237,2,192,184,182
282,37,164,155,158
90,7,243,200,219
39,17,234,216,212
248,25,126,106,108
287,15,131,195,134
126,3,229,209,200
182,20,255,223,223
292,33,139,124,129
52,1,175,164,170
188,20,228,101,112
296,39,136,125,129
217,28,255,216,210
20,38,157,148,151
261,21,251,211,211
92,7,236,202,218
65,24,217,239,200
35,28,213,196,188
157,10,217,153,187
134,19,255,214,204
216,36,219,204,201
136,20,255,166,174
239,0,173,168,165
123,5,222,221,229
155,35,243,220,228
44,26,200,180,182
238,11,232,216,217
203,19,187,97,109
69,8,166,187,156
147,17,215,125,127
92,33,233,221,225
249,22,173,148,152
56,25,231,233,228
171,38,215,203,207
181,13,232,197,204
247,19,124,97,102
184,24,203,123,126
113,23,249,207,195
27,30,215,193,195
60,14,190,204,179
237,33,218,206,208
205,25,205,80,112
31,12,223,191,206
196,17,213,94,116
247,37,191,182,185
207,16,243,113,137
132,28,230,220,211
178,5,245,213,226
222,3,208,196,198
131,5,229,224,218
175,28,255,219,224
181,7,237,216,221
230,24,226,208,208
107,16,194,181,191
288,11,202,171,177
267,1,164,153,151
128,18,255,194,181
36,20,245,221,217
91,17,204,129,168
181,14,234,188,199
172,38,215,203,207
168,34,237,225,229
274,8,204,188,188
243,15,226,200,199
59,1,180,175,171
181,1,196,200,199
186,0,190,191,195
16,36,168,159,162
273,25,212,174,138
131,31,244,233,227
49,40,166,157,160
142,17,255,128,147
101,8,217,203,218
170,19,209,225,240
37,20,243,224,218
287,3,160,148,152
190,32,240,228,232
266,31,209,208,216
296,12,195,179,180
93,5,228,213,220
151,21,255,219,231
206,13,254,194,204
148,22,239,228,232
71,35,214,205,208
234,2,194,186,184
77,21,227,156,200
268,26,229,201,187
170,8,250,229,238
83,0,182,178,177
203,9,246,232,231
158,21,251,222,244
69,27,185,197,175
236,2,192,184,182
255,27,225,206,208
70,20,219,231,207
208,32,234,224,225
185,36,227,215,219
238,30,227,217,226
190,5,233,214,220
292,36,161,149,153
48,36,196,187,190
0,4,149,141,139
66,3,197,190,184
110,22,211,196,219
4,28,190,149,157
69,3,200,190,189
252,21,249,224,228
195,2,214,199,206
70,35,214,205,208
248,15,95,54,58
246,40,168,159,162
27,21,226,215,209
77,24,228,174,206
170,17,185,216,221
299,35,163,148,153
205,21,229,164,170
118,35,230,218,222
104,2,210,198,198
80,35,218,206,210
129,14,248,170,157
161,36,226,214,218
37,2,178,164,161
236,5,210,200,199
299,24,197,188,191
0,5,155,150,146
25,13,214,179,160
77,17,228,146,195
212,6,222,214,212
240,32,220,211,214
275,25,219,163,138
169,21,243,227,255
73,36,211,202,205
16,37,162,153,156
31,37,174,165,168
91,32,236,224,228
139,29,255,218,229
254,19,233,206,211
97,19,216,202,219
199,18,247,113,140
266,0,157,147,138
172,3,215,214,210
197,29,225,239,226
206,7,232,222,221
211,40,182,181,189
13,34,173,164,167
50,40,167,158,161
122,2,204,208,220
141,33,238,226,230
9,3,151,141,140
285,38,151,142,145
198,27,231,175,186
287,13,141,195,143
